jairbolsonaro,739989455784804352
jairbolsonaro,1017121773148672000
jairbolsonaro,502984723
jairbolsonaro,66852725
jairbolsonaro,59008589
jairbolsonaro,1006291380258398208
jairbolsonaro,768940671088660480
jairbolsonaro,1016302564076376064
jairbolsonaro,4874211497
jairbolsonaro,714186982931431424
jairbolsonaro,1163662249
jairbolsonaro,243476963
jairbolsonaro,1015386009121550336
jairbolsonaro,23483794
jairbolsonaro,1015277030764662791
jairbolsonaro,144203367
jairbolsonaro,1014482454017650688
jairbolsonaro,838916314592907264
jairbolsonaro,1004442455452905472
jairbolsonaro,623916971
jairbolsonaro,1017113421467340801
jairbolsonaro,975896027050934272
jairbolsonaro,2678455944
jairbolsonaro,994648658862858242
jairbolsonaro,1017048802014978049
jairbolsonaro,1017113308267237382
jairbolsonaro,521531950
jairbolsonaro,952527101399322624
jairbolsonaro,33275724
jairbolsonaro,616575002
jairbolsonaro,973823809
jairbolsonaro,872213404840333312
jairbolsonaro,907369713361211393
jairbolsonaro,155937854
jairbolsonaro,25009791
jairbolsonaro,1015821374139531265
jairbolsonaro,1016816349681717248
jairbolsonaro,700892249467527168
jairbolsonaro,799281363727876096
jairbolsonaro,1017070136887476224
jairbolsonaro,772041348
jairbolsonaro,63240147
jairbolsonaro,747555080585494528
jairbolsonaro,946077281079955457
jairbolsonaro,352638704
jairbolsonaro,1002591608783634432
jairbolsonaro,2753889845
jairbolsonaro,1016512387241963521
jairbolsonaro,919971920556290048
jairbolsonaro,1015300987211395074
jairbolsonaro,871885692166696960
jairbolsonaro,2191940452
jairbolsonaro,20550566
jairbolsonaro,950782458601107460
jairbolsonaro,1017096889391599619
jairbolsonaro,49359615
jairbolsonaro,54751505
jairbolsonaro,159279311
jairbolsonaro,874835730
jairbolsonaro,315426544
jairbolsonaro,185043471
jairbolsonaro,283330332
jairbolsonaro,422536045
jairbolsonaro,45421006
jairbolsonaro,359670836
jairbolsonaro,548389952
jairbolsonaro,86927882
LulaOficial,948198799595499520
LulaOficial,1015031290641485826
LulaOficial,1011961139545112576
LulaOficial,703748806601478144
LulaOficial,1012021178238676992
LulaOficial,1016379056244305920
LulaOficial,1014872532653133825
LulaOficial,1942575385
LulaOficial,1015256979344904192
LulaOficial,65092391
LulaOficial,980330755091025920
LulaOficial,4334686353
LulaOficial,864558388428124163
LulaOficial,931277702291775488
LulaOficial,150404324
LulaOficial,1015919376271323136
LulaOficial,745390409204043776
LulaOficial,1016364935973044226
LulaOficial,1011296519306260487
LulaOficial,842455812874358788
LulaOficial,797382003670839296
LulaOficial,2897265467
LulaOficial,905204752912457730
LulaOficial,1016385382743707648
LulaOficial,565557554
LulaOficial,1625406613
LulaOficial,1016379719095345152
LulaOficial,1016377588066017280
LulaOficial,1016377627693715457
LulaOficial,991828356348997632
LulaOficial,802932455846002689
LulaOficial,2912607627
LulaOficial,223512633
LulaOficial,4068966591
LulaOficial,533682243
LulaOficial,52542867
LulaOficial,993845621068128256
LulaOficial,1013252749012754433
LulaOficial,1001316210544381952
LulaOficial,907283862639738880
LulaOficial,805068556685680640
LulaOficial,1016357700165427200
LulaOficial,4042520129
LulaOficial,998228656525905920
LulaOficial,1117919910
LulaOficial,1011236388946182145
LulaOficial,914647601068347392
LulaOficial,223570505
LulaOficial,2316177209
LulaOficial,742714102691303424
LulaOficial,1014920440547041281
LulaOficial,807232154510000130
LulaOficial,1011326337083170817
LulaOficial,1016351198939623426
LulaOficial,915418748034666496
LulaOficial,722920062122856448
LulaOficial,1005866515332288513
LulaOficial,46716279
LulaOficial,978677259262455809
LulaOficial,2361499365
LulaOficial,2458513957
LulaOficial,1016343771473117184
LulaOficial,1016345666518503424
LulaOficial,865010551142834176
LulaOficial,1007351179507064833
LulaOficial,309439824
LulaOficial,762688219
LulaOficial,1015378459181404160
LulaOficial,2173172568
LulaOficial,834252218949844993
LulaOficial,923683113657688064
LulaOficial,1014107350104465408
LulaOficial,2458502695
LulaOficial,970846900453892102
LulaOficial,222644630
LulaOficial,2738599837
LulaOficial,1014483096618627072
LulaOficial,2458480776
LulaOficial,938047968590159872
LulaOficial,2458480622
LulaOficial,996067072055660545
LulaOficial,124596808
LulaOficial,2458470876
LulaOficial,1016215658982526977
LulaOficial,545589605
LulaOficial,2338458121
LulaOficial,357899085
LulaOficial,937694364100431873
LulaOficial,1684710756
LulaOficial,1016322135294447617
LulaOficial,1012775280346320897
LulaOficial,960593261231509505
LulaOficial,517849259
LulaOficial,712297602960793600
LulaOficial,857411824874123264
LulaOficial,1015235346278297600
LulaOficial,992794698833190912
LulaOficial,1016323534199586817
LulaOficial,907282985493385216
LulaOficial,1016111655946739712
LulaOficial,1016272619845443585
LulaOficial,992041988357873669
